Image; Model; Series; Yen Price; Release Date; Notes
MG_Gundam_Ver.3.0_Clear_Color_Ver.jpg;The Gundam Base Limited RX-78-2 Gundam Ver.3.0 [Clear Color];Mobile Suit Gundam;¥4,500;2017 August;The Gundam Base Tokyo exclusive clear color variant of MG-172.
MG_Zaku_II_Masaya_Nakagawa_Custom.jpg;MS-06R-1A Masaya Nakagawa's Zaku II;Mobile Suit Variations;¥4,500;2017 August;P-Bandai exclusive color variant of MG-103 with new head and shoulder armors. Includes water slide decal sheet.
MG_Gundam_Fenice_Rinascita_Clear_Color_Ver.jpg;XXXG-01Wfr Gundam Fenice Rinascita [Clear Color];Gundam Build Fighters;¥4,800;2017 August;"Events and The Gundam Base Tokyo exclusive clear color variant of MG-188 to promote ""Gundam Build Fighters World""."
MG_Full_Armor_Gundam_-Gundam_Thunderbolt-_Last_session.jpg;FA-78 Full Armor Gundam [Gundam Thunderbolt] Last Session Ver.;Mobile Suit Gundam Thunderbolt;¥6,800;2017 August;P-Bandai exclusive re-release of MG-193 without the Full Armor parts and weapons. Includes battle damaged head and Shield, gray BA-13 Action Base 1 and building debris parts, and water slide decal sheet with battle damage effects to replicate the final battle in episode 4 of the ONA.
MG_Tallgeese_EW_Special_Coating_Ver.jpg;OZ-00MS Tallgeese [Special Coating];New Mobile Report Gundam Wing: Endless Waltz;¥8,000;2017 August;"Events and The Gundam Base Tokyo exclusive gloss color variant of MG-164 to promote ""Gundam Build Fighters World""."
Enhanced_Expansion_Parts_for_ZZ_Gundam_VerKa.jpg;"Enhanced Expansion Parts for ZZ Gundam ""Ver.Ka""";Mobile Suit Gundam ZZ;¥2,000;2017 December;P-Bandai exclusive accessory kit to convert MG-198 into MSZ-010S Enhanced ZZ Gundam. Includes water slide decal sheet.
MG_GM_Command_-Colony_Type-.jpg;RGM-79G GM Command (Colony Type);Mobile Suit Gundam 0080: War in the Pocket;¥3,500;2017 December;Parts and color variant of MG-195. Color variant of MG RGM-79GS GM Command Space with a different backpack. Water slide decal sheet is sold separately as GD-118. The 200th MG release. Originally planned to be released in January 2018.
MG_Enhanced_ZZ_Gundam_VerKa.jpg;"MSZ-010S Enhanced ZZ Gundam ""Ver.Ka""";Mobile Suit Gundam ZZ;¥8,000;2017 December;"P-Bandai exclusive color variant of MG-198 with parts from P-Bandai exclusive Enhanced Expansion Parts for MSZ-010 ZZ Gundam ""Ver.Ka"". Includes water slide decal sheet."
MG-FreedomGundamVer2.0_KiraYamato.jpg;ZGMF-X10A Freedom Gundam Ver.2.0 & Kira Yamato (Dramatic Combination: MG x Figure-riseBust);Mobile Suit Gundam SEED;¥5,700;2017 February;Limited re-release of MG-192 with FRB-001. Includes black BA-13 Action Base 1.
MG_GM_II.jpg;RMS-179 GM II;Mobile Suit Zeta Gundam;¥3,500;2017 January;P-Bandai exclusive parts variant of MG-118. Uses the A and C plate runners of MG-050. Includes water slide decal sheet.
MGGMSniperII.jpg;RGM-79SP GM Sniper II;Mobile Suit Gundam 0080: War in the Pocket;¥3,800;2017 January;Uses the H, I, and J plate runners of MG-111 and the MP plate runner of MG-153. Features WP plate runner, which is a universal weapons runner for some MG Earth Federation kits. Includes Earth Federation pilot figurine. Water slide decal sheet is sold separately as GD-118.
MG_PrototypeGouf.JPG;YMS-07 Prototype Gouf;Mobile Suit Variations;¥4,500;2017 January;P-Bandai exclusive parts and color variant of MG-120. Includes water slide decal sheet.
MG_Advanced_GN-X.jpg;GNX-604T Advanced GN-X;Mobile Suit Gundam 00V;¥4,200;2017 July;P-Bandai exclusive parts and color variant of MG-129. Includes water slide decal sheet.
MG_00_XN_Raiser.jpg;GN-0000+GNR-010/XN 00 XN Raiser;Mobile Suit Gundam 00V;¥8,000;2017 July;Re-release of MG-145 with GNR-010/XN XN Raiser. Includes one Gunpla LED Unit Green, prop stand for standing poses, and water slide decal sheet. Released to commemorate the 10th anniversary of ''Gundam 00''. Regular retail kit except in Japan, where it is a P-Bandai exclusive.
MG_Providence_Gundam_DRAGOON_Effect.jpg;DRAGOON Display Effect for Providence Gundam;Mobile Suit Gundam SEED;¥2,200;2017 June;P-Bandai exclusive accessory kit for MG-196. Includes 11 clear blue thruster effect parts with clear arm joints, five clear green beam effect parts, and water slide decal sheet.
MG_CrossboneGundamX2Custom_VerKa.jpg;"XM-X2ex Crossbone Gundam X2 Custom ""Ver.Ka""";Mobile Suit Crossbone Gundam;¥4,400;2017 June;P-Bandai exclusive parts and color variant of MG-089. Includes water slide decal sheet.
MG_Zaku_II_(Shin_Matsunaga_Custom).jpg;MS-06R-1A Shin Matsunaga's Zaku II (Custom Type);Mobile Suit Variations;¥4,500;2017 June;P-Bandai exclusive color variant of MG-115 with additional spike shoulder armor and large Heat Hawk. Includes water slide decal sheet.
Mg_justice_gundam.jpg;ZGMF-X09A Justice Gundam;Mobile Suit Gundam SEED;¥4,800;2017 June;Uses the I and J plate runners of MG-192. Includes BA-13 Action Base 1, Action Base 1 adapters for the Gundam and Fatum-00 unit, and Athrun Zala figurine. Uses entirely polystyrene.
MG_GMSniperII_WhiteDingoTeamSpec.jpg;RGM-79SP GM Sniper II (White Dingo Team Custom);Mobile Suit Gundam Side Story 0079: Rise From The Ashes;¥3,800;2017 March;P-Bandai exclusive color variant of MG-195,  Sniper Rifle and Shield replaced by Long Range Beam Rifle and Middle Shield, MP plate runner replaced by Emotion Manipulator SP (MP1) plate runner. Uses the F plate runner of MG-027, the M plate runner of MG-033, and the I and L plate runners of MG-092. Includes Vulcan Pod and water slide decal sheet.
MG_Providence.jpg;ZGMF-X13A Providence Gundam;Mobile Suit Gundam SEED;¥5,000;2017 March;Uses the I and J plate runners of MG-192. Uses entirely polystyrene except for the cables, which are TPE. Includes effect parts for DRAGOON units, BA-2 display base, and Rau Le Creuset figurine. Additional effect parts for DRAGOON units and water slide decal sheet are sold separately as P-Bandai exclusive accessory kit.
MG_Gundam_The_Origin_Special_Ver.jpg;RX-78-02 Gundam The Origin Special Ver.;Mobile Suit Gundam: The Origin;¥5,900;2017 March;Limited re-release of MG-190 with yellow V-fin, one Gunpla LED Unit Yellow and one Gunpla LED Unit Pink.
MG_Providence_Gundam_G.U.N.D.A.M._Edition.jpg;ZGMF-X13A Providence Gundam G.U.N.D.A.M. Edition;Mobile Suit Gundam SEED;¥7,000;2017 March;MG-196 with custom ZAFT Action Base and water slide decal sheet for MG-152, MG-158, MG-160, MG-161, MG-169, and MG-192.
MG_Providence_Gundam_Premium_Edition.jpg;ZGMF-X13A Providence Gundam G.U.N.D.A.M. Premium Edition;Mobile Suit Gundam SEED;¥7,000;2017 March;Limited first press release of MG-196 with exclusive box cover. Includes custom ZAFT Action Base and water slide decal sheet for MG-152, MG-158, MG-160, MG-161, MG-169, and MG-192.
MG_GM_Command_Space_Type.jpg;RGM-79GS GM Command Space;Mobile Suit Gundam 0080: War in the Pocket;¥3,500;2017 November;P-Bandai exclusive parts and color variant of MG-195. Includes water slide decal sheet.
MG_GM_Sniper_Custom.jpg;RGM-79SC GM Sniper Custom;Mobile Suit Variations;¥4,000;2017 November;Parts and color variant of MG-118. Includes Earth Federation pilot figurine.
MG_Deborah's_Advanced_GN-X.jpg;GNX-604T Deborah's Advanced GN-X;Mobile Suit Gundam 00V;¥4,200;2017 November;P-Bandai exclusive color variant of MG GNX-604T Advanced GN-X. Includes water slide decal sheet.
MG_Hyaku_Shiki_Ver._2.0_(Mechanical_Clear).jpg;Hyaku-Shiki Ver.2.0 [Mechanical Clear];Mobile Suit Zeta Gundam;¥4,800;2017 November;Events and The Gundam Base Tokyo exclusive clear armor variant of MG-187.
MG_Justice_Gundam_(Clear_Color).jpg;ZGMF-X09A Justice Gundam [Clear Color];Mobile Suit Gundam SEED;¥5,000;2017 November;Events and The Gundam Base Tokyo exclusive color chrome plated variant of MG-197.
MG_00_Gundam_Seven_SwordG_(Clear_Color_Ver.).jpg;GN-0000GNHW/7SG 00 Gundam Seven Sword/G [Clear Color];Mobile Suit Gundam 00V: Battlefield Record;¥5,500;2017 November;Events and The Gundam Base Tokyo exclusive clear color variant of MG-148.
MG_Full_Armor_Gundam_VerKa_(Half_Mechanical_Clear).jpg;"FA-78 Full Armor Gundam [Gundam Thunderbolt] ""Ver.Ka"" [Half Mechanical Clear]";Mobile Suit Gundam Thunderbolt;¥7,000;2017 November;Events and The Gundam Base Tokyo exclusive half clear armor variant of MG-193. Includes water slide decal sheet.
MG_Sinanju_(Mechanical_Clear).jpg;The Gundam Base Limited Sinanju [Mechanical Clear];Mobile Suit Gundam Unicorn;¥8,100;2017 November;The Gundam Base Tokyo exclusive clear armor variant of MG-167. Includes water slide decal sheet.
MG_Justice_Gundam_(Special_Coating).jpg;ZGMF-X09A Justice Gundam [Special Coating];Mobile Suit Gundam SEED;¥9,000;2017 November;P-Bandai exclusive color chrome plated variant of MG-197. Includes water slide decal sheet.
MG_Zaku_II_(Breniff_Oguz_Custom).jpg;MS-06R-1 Breniss Ox's Zaku II;Mobile Suit Variations;¥4,500;2017 October;P-Bandai exclusive color variant of MG-106 with new hand armors. Includes water slide decal sheet.
MG_Gundam_Sandrock_Custom_EW.jpg;XXXG-01SR2 Gundam Sandrock Custom EW;New Mobile Report Gundam Wing: Endless Waltz;¥4,800;2017 October;P-Bandai exclusive parts and color variant of MG-149. Includes mantle made of ABS plastic and water slide decal sheet.
MG_Gundam_Astray_Gold_Frame.jpg;MBF-P01 Gundam Astray Gold Frame [Special Coating];Mobile Suit Gundam SEED Astray;¥8,000;2017 October;Events and The Gundam Base Tokyo exclusive parts and color variant of MG-130. Features gold chrome plated frame parts and pearl white armor parts. Uses the A and L plate runners of MG-152. Includes water slide decal sheet.
MG_Gundam_Ver.3.0_TMDC.jpg;RX-78-2 Gundam Ver. T.M.D.C.;Mobile Suit Gundam;NT$1,880;2017 October;Gundam Docks at Taiwan/Uni-President Department Store exclusive color variant of MG-172. Includes special sticker sheet.
MG_GM_II_-Unicorn_Ver.-.jpg;RMS-179 GM II (Unicorn Ver.);Mobile Suit Gundam Unicorn;¥3,500;2017 September;P-Bandai exclusive parts and color variant of MG RMS-179 GM II. Includes water slide decal sheet.
MG-GundamTR1HazelCustom.jpg;RX-121-1 Gundam TR-1 [Hazel Custom];Advance of Zeta: The Flag of Titans;¥4,500;2017 September;P-Bandai exclusive release. Uses the F, G, and K plate runners of MG-082. Includes water slide decal sheet. Additional Shield Boosters sold separately as P-Bandai exclusive accessory kit.
MG_Unicorn_Gundam_Metallic_Gloss.jpg;RX-0 Unicorn Gundam [Metallic Gloss Injection];Mobile Suit Gundam Unicorn;¥5,000;2017 September;Events and The Gundam Base Tokyo exclusive metallic gloss color variant of MG-131.
MG_ZZ_Gundam_Ver.Ka.jpg;"MSZ-010 ZZ Gundam ""Ver.Ka""";Mobile Suit Gundam ZZ;¥6,000;2017 September;Redesign of MG-026 with improved articulation and proportions. Features silver metallic detail parts. Includes two transformable FXA-07GB Neo Core Fighters, Action Base 1 adapter for Core Top, Judau Ashta figurine (Double Beam Rifle features Iino Abbav figurine), and water slide decal sheet. Released to commemorate the 30th anniversary of ''Gundam ZZ''. Fully transformable kit.
MG_Trans-Am_Raiser_Clear_Color_Ver.jpg;The Gundam Base Limited Trans-Am Raiser [Clear Color];Mobile Suit Gundam 00;¥6,500;2017 September;The Gundam Base Tokyo exclusive clear color variant of MG-145.
MG_Psycho_Zaku_(Last_Session_Ver).jpg;"MS-06R Zaku II High Mobility Type ""Psycho Zaku"" [Gundam Thunderbolt] Last Session Ver.";Mobile Suit Gundam Thunderbolt;¥8,500;2017 September;P-Bandai exclusive re-release of MG-194 without the propellant tank and most of the  weapons. Includes battle damaged head, left arm, and top left Backpack thruster, gray BA-13 Action Base 1 and building debris parts, and water slide decal sheet with battle damage effects to replicate the final battle in episode 4 of the ONA.
MG_Gundam_Ver.3.0_Success_x_Gundam_Project_Ver.jpg;RX-78-2 Gundam Ver.3.0 Success Original Color Model;Mobile Suit Gundam;N/A;2017 September;"Kao Corporation exclusive color variant of MG-172 as a raffle prize to commemorate the 30th anniversary of their ""Success"" male health and beauty products. Bundled with two tickets for the theatrical release of Clash at Loum, ''Mobile Suit Gundam The Origin V: Clash at Loum'' and a mini poster of Char Aznable using Success shampoo."
MG_00_Qan(T)_(Trans-Am_Mode)_-Special_Coating-.jpg;GNT-0000 00 Qan[T] (Trans-Am Mode) [Special Coating];Mobile Suit Gundam 00 The Movie -A wakening of the Trailblazer-;¥10,000;2018 April;Metallic color variant of MG-140. Includes water slide decal sheet. Released to commemorate the 10th anniversary of ''Gundam 00''. Regular retail kit except in Japan, where it is a P-Bandai exclusive.
MG_00_Gundam_Seven_SwordG_(Trans-Am_Mode)_-Special_Coating-.jpg;GN-0000GNHW/7SG 00 Gundam Seven Sword/G (Trans-Am Mode) [Special Coating];Mobile Suit Gundam 00V: Battlefield Record;¥12,000;2018 April;Metallic color variant of MG-148. Includes water slide decal sheet. Released to commemorate the 10th anniversary of ''Gundam 00''. Regular retail kit except in Japan, where it is a P-Bandai exclusive.
MG_Polypodball.jpg;RB-79PP Polypodball;Gundam Build Divers GBWC;¥3,000;2018 August;P-Bandai exclusive color variant of MG-076 (excluding display base) with new G and H plate runners (x4) for the legs. Water slide decal sheet is sold separately with MG RX-78TB-2[SB] Gundam Stormbringer. G.H.L-M.A.D Gun was sold separately. First MG kit from the ''Gundam Build Divers'' series.
MG_Gelgoog_(Anavel_Gato_Custom)_Ver.2.0.jpg;MS-14A Anavel Gato's Gelgoog Ver.2.0;Mobile Suit Gundam 0083: Hero of Stardust;¥5,000;2018 August;P-Bandai exclusive parts and color variant of MG-107. Includes water slide decal sheet.
MG_Gundam_Avalanche_Exia'.jpg;GN-001/hs-A01D Gundam Avalanche Exia';Mobile Suit Gundam 00V: Battlefield Record;¥6,700;2018 August;Re-release of MG-123 with hs-A01D Avalanche Dash parts. Includes sparkle green Action Base 1 and water slide decal sheet. Released to commemorate the 10th anniversary of ''Gundam 00''. Regular retail kit except in Japan, where it is a P-Bandai exclusive.
MG_Tallgeese_II_Special_Coating.jpg;OZ-00MS2 Tallgeese II [Special Coating];Mobile Suit Gundam Wing;¥8,000;2018 August;Events and The Gundam Base Tokyo exclusive parts and color variant of MG-164. Metallic color variant of MG OZ-00MS2 Tallgeese II. Includes water slide decal sheet. 
MG_Nu_Gundam_Ver_Ka_GDHKIII.jpg;"RX-93  Gundam ""Ver.Ka"" [GDHKIII LIMITED]";Mobile Suit Gundam: Char's Counterattack;HK$530;2018 August;Gundam Docks at Hong Kong III exclusive clear color variant of MG-163. Includes water slide decal sheet.
MG_Sazabi_Ver_Ka_GDHKIII.jpg;"MSN-04 Sazabi ""Ver.Ka"" [GDHKIII LIMITED]";Mobile Suit Gundam: Char's Counterattack;HK$670;2018 August;Gundam Docks at Hong Kong III exclusive clear color variant of MG-175. Includes water slide decal sheet.
MG_Core_Fighter_Clear.jpg;FF-X7 Core Fighter [Clear];Mobile Suit Gundam;N/A;2018 August;Banpresto exclusive clear variant of Core Fighter from MG-172, offered as a lottery prize.
MG_Core_Fighter_Color_Clear.jpg;FF-X7 Core Fighter [Color Clear];Mobile Suit Gundam;N/A;2018 August;Banpresto exclusive clear color variant of Core Fighter from MG-172, offered as a lottery prize.
MG_Core_Fighter_Full_Armor_Color.jpg;FF-X7 Core Fighter [Full Armor Color];Mobile Suit Gundam;N/A;2018 August;Banpresto exclusive color variant of Core Fighter from MG-172, offered as a lottery prize.
MG_Core_Fighter_G-3_Color.jpg;FF-X7 Core Fighter [G-3 Color];Mobile Suit Gundam;N/A;2018 August;Banpresto exclusive color variant of Core Fighter from MG-172, offered as a lottery prize.
MG_Core_Fighter_Prototype_Color.jpg;FF-X7 Core Fighter [Prototype Color];Mobile Suit Gundam;N/A;2018 August;Banpresto exclusive color variant of Core Fighter from MG-172, offered as a lottery prize.
MG_Gundam_Ver.3.0_-Solid_Clear_Reverse-.jpg;RX-78-2 Gundam Ver.3.0 [Solid Clear/Reverse];Mobile Suit Gundam;N/A;2018 August;Banpresto exclusive parts variant of MG-172 with clear color armor parts, offered as a lottery prize. Clear color armor parts are complementary to that in MG RX-78-2 Gundam Ver.3.0 [Solid Clear/Standard].
MG_Gundam_Ver.3.0_-Solid_Clear_Standard-.jpg;RX-78-2 Gundam Ver.3.0 [Solid Clear/Standard];Mobile Suit Gundam;N/A;2018 August;Banpresto exclusive parts variant of MG-172 with clear color armor parts, offered as a lottery prize.
MG_RX-78-2_3.0_Solid_Clear_Reverse_Last_One.jpg;RX-78-2 Gundam Ver.3.0 [Solid Clear/Reverse Last One];Mobile Suit Gundam;N/A;2018 August;Banpresto exclusive re-release of MG RX-78-2 Gundam Ver.3.0 [Solid Clear/Reverse] with exclusive box cover, offered as a lottery prize.
MG_Assault_Buster_Expansion_Part.jpg;"Assault Buster Expansion Part for Victory Two Gundam ""Ver.Ka""";Mobile Suit Victory Gundam;¥2,500;2018 December;"P-Bandai exclusive accessory kit to convert MG-191 into LM314V23/24 Victory Two Assault Buster Gundam ""Ver.Ka"". Includes new parts for inner frame and water slide decal sheet."
MG_GN-XIII_ESF_Type.jpg;GNX-609T GN-XIII (ESF Colors);Mobile Suit Gundam 00;¥4,300;2018 December;P-Bandai exclusive color variant of MG GNX-609T GN-XIII A-Laws Type. Includes water slide decal sheet.
MG_ZZ_Gundam_Ver.Ka_-Clear_Color-.jpg;"MSZ-010 ZZ Gundam ""Ver.Ka"" [Clear Color]";Mobile Suit Gundam ZZ;¥6,000;2018 December;Events and the Gundam Base Tokyo exclusive clear color variant of MG-198. Includes water slide decal sheet.
MG_V2_Assault_Buster_Ver_Ka.jpg;"LM314V23/24 Victory Two Assault Buster Gundam ""Ver.Ka""";Mobile Suit Victory Gundam;¥7,000;2018 December;P-Bandai exclusive parts and color variant of MG-191, with inner frame revised to account for the weight of new equipment. Features gold metallic coating on yellow armor parts. Includes water slide decal sheet.
MG_Gundam_TR-1_(Hazel_Custom)_(Combat_Deployment_Colors).jpg;RX-121-1 Gundam TR-1 [Hazel Custom] (Combat Deployment Colors);Advance of Zeta: The Flag of Titans;¥4,500;2018 February;P-Bandai exclusive color variant of MG RX-121-1 Gundam TR-1 [Hazel Custom]. Includes water slide decal sheet.
MG_Gundam_Astray_Turn_Red.jpg;MBF-02VV Gundam Astray Turn Red;Mobile Suit Gundam SEED Destiny Astray R;¥7,000;2018 February;Parts and color variant of MG-130. Includes Valerio Valeri figurine, white Action Base 2 for Tactical Arms, and water slide decal sheet. Regular retail kit except in Japan, where it is a P-Bandai exclusive.
MG-Wing_Gundam_Zero_EW_+_Drei_Zwerg_(Special_Coating_Ver.).jpg;XXXG-00W0 Wing Gundam Zero EW & Drei Zwerg [Special Coating];New Mobile Report Gundam Wing: Endless Waltz;¥10,000;2018 January;P-Bandai exclusive special coating variant of MG-075 with Drei Zweg and clear support stand. The special coating consists of pearl coating on the wings and white armor parts, gloss injection on blue and red armor parts, and gold metallic coating on the blade antenna and shoulder armor parts. Includes water slide decal sheet.
